일자,언론사,제목,통합 분류1,키워드,특성추출
1999-11-18,부산일보,체코 냉전시대 종식,국제-러시아,"종식,체코,냉전,시대,종식,체코,냉전,시대,체코,슬로바키아,공화국,등지,프라하,냉전,시대,종식,세계,지도자,참석,벨벳,주년,기념식,바츨라프,하벨,체코,대통령,이날,기념사,국제기구들,세계,다극,체제,다문화,요소,반영,전면,개편,촉구,이날,기념식,고르바초프,소련,대통령,부시,미국,대통령,헬무트,독일,총리,마가렛,대처,영국,총리,레흐,바웬사,폴란드,대통령,참석,체코,세계,지도자,체코,최고,영예,훈장,흰사자상,수여,슬로바키아,공화국,4천,이날,시민,참석,벨벳,민주,수도,브라티슬라바,중앙광장,기념식,공산,체제,시위대들,프라하,AP,벨벳혁명,유혈충돌,보수,개혁세력간,보복,갈등,체코,민주,운동,벨벳,비유,벨벳혁명","체코,기념식,프라하,벨벳혁명,슬로바키아,공화국,바츨라프,지도자,개혁세력간,브라티슬라바,중앙광장,바웬사,영국,마가렛,레흐,국제기구들,유혈충돌,독일,시위대들,흰사자상,시위대,국제기구,기념사,폴란드"
1999-11-24,부산일보,(동정),문화-음악,"동정,동정,서울시,명예,시민증,홍콩,세계적,액션,스타,재키찬,성룡,서울시,명예시민증,재키찬,시설,서울,시내,아동,보육,1천,자전거,기증,3천만,불우아동,기금,전달,의사,사범회,창립,다회,고문,윤석관,죽로다문화회,24일,부산,해운대,하얏트호텔,창립다회,죽로다문화회,사범회,창립,다회,개최,죽로다문화회,81년,죽로다문화회,다도,교실,수료,2천,1백,다도사범,배출,1위,콩쿠르,플루트,플루티스트,박현정,로마,이탈리아,부키,국제,콩쿠르,플루트,1위,플루트,차지,서울예고,음대,미국,줄리아드,독일,뮌헨,음대,박씨,미국,뉴잉글랜드,컨서,바토리,석사,재학중,주한,정동식,동의대,미국학,연구소,소장,26일,미국학,연구소,리차드,크리스텐슨,주한,미국,대사관,공사,초청,한미관계,페리보고서,현안,주제,강연회,개최,출국,국제,체조,대회,참석,전무,정형근,부산체조협회,10개국,세계,체조,강호,개국,참가,이틀간,대만,타이베이시,선수단,국제도시,체조,대회,참석,출국,29일,귀국,예정","죽로다문화회,미국,재키찬,서울시,타이베이시,국제도시,사범회,하얏트호텔,1위,플루티스트,이탈리아,정형근,뉴잉글랜드,이틀간,시민증,부산체조협회,부산,크리스텐슨,윤석관,줄리아드,미국학,동의대,연구소,리차드,정동식,대사관"
1999-11-24,문화일보,-인터뷰-'신좌파의 상상력' 저자 조지 카치아피카스,문화-출판,"인터뷰,신좌파,상상력,카치아피카스,저자,조지,유럽,미국,학생혁명,일상,문화,시각,접근,신좌파,상상력,도서출판,카치아피카스,저자,조지,50,미국,웬트워스공대,운동가,대학,초년,반전,평화,운동,적극,가담,68년,정치,사회학,교수,신좌파,저널,학술지,편집장,정치학,코커스,멤버,학문,사회,패러다임,모색,학술운동가,성격,문제의식,학문정신,68년,대학,캠퍼스,바리케이드,언저리,한국,독자,21일,방한,열흘남짓,스케줄표,인터뷰,강연,일정,대학생,대화,깨알,10여년,저서,한국,독자들,반응,기회,한국역사,청년문화,주말,묘역,광주,망월동,예정,신좌파,상상력,68혁명,인류,잠재력,에로스,분출,평가,특징,저자,형태,억압체제,에로스,본능,68혁명,동인,動因,68혁명,정신,신좌파운동,신자유주의,전성기,저자,10년,주장,설득력,확신,20세기,신좌,의미,역할,관심사,이야기,87년,미국,출간,12년,국제정세,변화,68혁명,학문,입장,10여년,소련,붕괴,독일,변화,12년,주장,유효,요즘,89년,세계,변화,68혁명,정신,계승,생각,증거,한국,평화적,정권교체,헝가리,체코,민주화,광주사태,책임자들,처벌,결국,민중,소수민족,여성,인권,신장,생태보호운동,맥락,클린턴,미국,대통령,토니,블레어,영국,총리,게르하르트,총리,슈뢰더,독일,68세대,정신,영향,제3,신좌파,제3,68혁명,영향,신좌파,이야기,빈민,정책,신좌파,시각,혁명,에로스,관점,특이,에로스효과,의미,에로스효과,해방,본능,욕구,현상,68년,에로스,효과,폭발적,분출,의미,신좌파,조직적,이데올로기적,세계,대전,민중,실천,20세기,신자유주의,전성기,시각,신좌파,신자유주의,마디,다국적,주도,세상,체제,언어학자,사회운동가,노엄,촘스키,부자,부자,빈민,가난,악순환,신자유주의,자유,평등,가치,자유,중시,평등,상대적,무게,신좌파,자유,평등,동등,추구,신좌파,역할,중요,구체적,저항,국제,연대,정부,충성심,휴머니티,충성심,전환,의미,문화,혁명,가부장적,문화,저항,권위주의,도전,신좌파,문화,혁명,원동력,대안적,정치형태,신좌파,정치형태,저서,주체사상,언급,한국,학생운동,관심,파리,인도차이나,평화,세계회의,미국,학생,대표,참석,회의,북한,참가자,6.25전쟁,충격,미국인들,방송,한국,학생운동,보도,방문,한국,학생운동,세월,세대,한국전,한국전,얼마,노근리,보도,충격,코소보사태,미국,유럽,관심,아시아인,인권,관심,6.25,도서출판,번역,접촉,방한,참전용사기념일,공영,라디오,노근리,사건,보도,항의,전쟁,참전,군인,편지,낭독되,분노,한국,미국,예의,두려움,진실,진행중,학술운동,소개,저널,이번호,미국,극좌,운동,단체,블랙,팬더,특집,대원,팬더,해외,망명,사람,감옥,사람들,육성,다문화주의,약속,사이버,스페이스,라틴아메리카,사회운동,블랙,팬더,단행본,내전,아프리카,수단,미국,군사주의,저서,예정","신좌파,미국,한국,신자유주의,운동가,68혁명,광주,독일,노근리,10여년,조지,학술지,유럽,상상력,전성기,블레어,충성심,참가자,아프리카,20세기,도서출판,슈뢰더,망월동,클린턴,정치형태,한국전,에로스효과,제3"
1999-11-25,한겨레,"수험생, 전공학과 이렇게 골라라",사회-교육_시험,"수험생,전공학과,적성,흥미,번째,중요,적성,임은하,경찰대,학번,원래,통계학도,명문,여자,대학,입학,간판,적성,중요,판단,작용,진로,선택,파출소장,사법시험,합격,임씨,사례,대학수학능력시험,수험생,중요,판단거리,제공,점수,자신,판단,대학,전공,선택,인생,성공,가능성,사실,한순간,선택,평생,후회,가능성,신입생,서울대,신입,대상,설문조사,결과,37.7%,학생들,전공,응답,전문가들,대학,선택,으뜸,적성,흥미,전공,선택,희망,성적,대학,선택,충고,이유들,오늘날,사회,만큼,인기,학과,10~20년,예측,21세기,대비,전공선택,연구원,이영대,한국직업능력개발원,21세기,학문,지식,충고,독일,교육,연구부,조사,자료,근거,미래,인간,관심,주제,생태학,환경,공학,유전,공학,생물,공학,자연기술,세계,육아,상호,의존,사회,교육,세계,외국,문화,매체,다문화,사회,정보기술,사회,요소,주제들,토대,21세기,뿌리,수학,생물학,기초,물리학,화학,역사,사회질서,윤리학,종교학,음악,문학,미술,전통적,교과목,의학,건강,인간,정신,인성,사회관계,공존,언어,의사소통,정치,경제학,현대적,교과목,이씨,대학,학부,논리력,창의력,교양교육과정,중요,영어,외국어,정보처리,컴퓨터,교육,기본,경제,경영,지식,분야,기본,취재,혼자,편집,경영,처리,비디오,저널리스트,세기,직업,리포트,미국,유에스,앤드,월드,환경,전문,회계사,광고,웹사이트,기업컨설턴트,건강치료사,헤드헌터,언어치료사,차세대,직업,전망,머니,미국,잡지,21세기,직종,컴퓨터시스템,물리치료사,심리학자,직업병,의사,경영컨설턴트,시각,반대,2005년,일자리,직업,노동부,미국,농부,타이피스트,부기,회계담당,서기,은행출납원,재봉사,청소부,가정부,전화교환원,인사,사무,직원,데이터입력원,컴퓨터오퍼레이터,직업,보기,산업화,정보화,진전,직업,운명,교육과정,개편,단장,한창,대학,학과,전문가들,진단,여성인력수요,세기,유망,직종,여성,인력,수요,전망,여성들,시대,21세기,여학생들,육체적,노동,고부가가치,생산,정보산업,비중,미국,정부,세기,직업,세기,직업,능력,보고서,전문직,노동시장구조,21세기,전문직,예측,전문직,숙련기술직,수요,상대적,여성들,일자리,전망,취업담당관,김농주,연세대,취업,담당관,특화,노동력,여성,전문가,21세기,각광,영상물,필름딜러,컴퓨터,게임,디자이너,정보검색사,노인,복지,전문가,청소년,지도,전문가,심리상담가,정부,기구,활동가,노동부,한국직업전망서,웹마스터,통역사,애니메이터,텔레마케터,여행안내원,메이크업,아티스트,일자리,직종,분류,여성들,직종,전화교환원,생활설계사,은행출납원,일자리,노동부,성장직업,20가지,신생,직업,가지,목록,여성,도전,직업,분야,여학생들,주목,성장직업,증권중개인,경영컨설턴트,작업치료사,전문비서,텔레마케터,법률사무원,선물거래중개인,변리사,특수학교,교사,직업상담원,생물,공학,기술자,환경,공학,기술자,전기,공학,기술자,전자,통신,공학,기술자,엔지니어,컴퓨터,프로그래머,웹마스터,보안,서비스,종사자,여행안내원,번역사,통역사,신생직업,음악치료사,호스피스,임종,환자관리,전문간호사,국제회,기획,진행자,운동처방사,학교,사회사업가,장애인직업능력평가원,여행설계사,사이버,기상,캐스터,캐릭터,엠디,조향사,향기,베타테스터,소프트웨어,오류파악,게임시나리오,작가,운영자,인터넷,쇼핑몰,정보제공자,정보,감사사,컴퓨터,중매인,웹디자이너,정보,컨설턴트,컴퓨터,바이러스,치료사,보안,프로그램,개발원,성장,신생직종,전문지식,숙명여대,음악,치료,대학원,이화여대,교육,대학원,교육연구소,가톨릭대,호스피스,교육,연구소,한림대,국제학,대학원,한국체대,생활,체육,연구소,전문대학원,연구소,직종,수험생,대학졸업,대학원,연계,공부,고민,전문가들,주문","전문가,21세기,치료사,기술자,미국,대학원,일자리,전문직,노동부,연구소,기술직,중개인,경찰대,경제학,웹마스터,설계사,종사자,통역사,개발원,활동가,전문가들,회계사,생태학,여성들,정보기술,신생직업,숙련기술직,20가지"
1999-11-25,세계일보,(해외논단)무너지는 유럽사회,국제-유럽_EU,"유럽사회,유럽,나라,정부,참여,녹색연합,유럽,건설,계획,우호적,환경친화적,다문화적,사회,건설,의미,녹색연합,유럽,통합,신속,확장,지지,개별국가,시장,대항,역동적,국가,시민,사회,등장,지지,자원,에너지,세계,공유,의미,공동,자유무역,경쟁,개념,지지,유럽,건설,대원칙,예방,보존,예방,장래,위험,유럽,특유,생활방식,보존,광우병,닭고기,다이옥신,오염,유전자,조작,농산물,파동,예방,필요성,인식,식료품,안전,빙산,일각,예방원칙,인간,활동,전반,적용,생태학자들,주장,일본,토카이무라,사고,동유럽,농산물,핵오염,핵에너지,생산,예방,원칙,적용,녹색연합,유럽전역,핵발전소,단계적,주장,까닭,몽블랑,터널,붕괴,사고,사고,런던,열차,충돌,예방원칙,교통,적용,유럽각국,대기,오염,축소,예방차원,세계적,기후변화,리오,교토,환경,회의,결정,온실,가스,배출,축소,결정,이행,유럽,녹색연합,생각,최우선,세계적,시장,돌풍,직면,유럽,평화,안정,서구,국가,경제,강화,각국,경제,사회,환경,정책,규제,조율,유럽,내부,기준,합의,상태,시장,논리,경제변화,지배,결과,대량,실업,발생,사회,보장,장치,약화,한마디,사회,붕괴,사회생활,안정,위기,유럽,사민당,기민당,해결책,제시,대중선동가들,민족주의자,극우파,극좌파,득세,시작,외국인,혐오,인종차별,능사,극단세력,등장,오스트리아,유럽,도시,반사회적,무분별,폭력행위,일상적,동유럽,공산,각국,상황,베를린,장벽,10년,동구,각국,경제,재건과정,경제발전,국가들,경제,서유럽,각국,유대,동구권,정책,규제,조율,사회적,환경적,공해,실업,동구,과거,공산주의,생활안정,보장,생활안정,상실,다각적,민주주,체험,까닭,동구,사회,민족주의,권위주의,가능성,보스니아,코소보,러시아,장담,상황,시장원리,촉발,변화,마련,사회,안전,장치,환경,파괴,예방,각국,차원,유럽,차원,시장규제,개입,사회,미래,예측,통제,차원,개별,국가,소련체제,붕괴,입증,국가,시장,사이,제3,세력,활동,시민사회,시민사회,개인,집단,의식,여론,시민단체,결성,대항세력,유럽,녹색연합,유럽,전반,식생활,농사법,보존,사회,고용,안정,보장,공산권,국가들,터키,유럽연합,조기,가입,발칸,적대,청산,자유,평등,호혜,3원칙,통합,단일,국가,유럽,지향,다니엘,콩방디,녹색당,당수,로스앤젤레스,타임스,신디케이트","유럽,각국,동구,녹색연합,시민사회,농산물,동유럽,공산권,유럽연합,식료품,콩방디,다니엘,교토,런던,예방원칙,유전자,토카이무라,생활안정,몽블랑,일본,국가들"
1999-11-25,경향신문,'신좌파의 상상력' 저자 美 카치아피카스 訪韓 인터뷰,문화-출판,"신좌파,상상력,저자,미국,저명,정치학자,6월,번역,출간,신좌파,상상력,카치아피카스,저자,조지,방한,카치아피카스,신좌파,학생혁명,프랑스,학생,혁명,촉발,세계,진보운동,외견,실패,신좌파운동,모태,주장,권위,절대시,신좌파,무기,말문,68운동,의미,운동,세계인들,부당,정치권력,진보운동,70년대,미국,들불,장애인,여성,동성애자,차별,소수들,투쟁,68운동,연장선상,지구촌,사람들,일상,변화,뿌리,68운동,세계적,신자유주의,물결,신자유주의,노동자,권리,외면,거대,이익,보장,세계적,노동자,생활수준,빈부격차,신자유주의,확산,저지,제3세계,연대,시점,80년대,한국,사회,변혁,운동,전개,평가,그동안,대중,매체,한국,진보,사회,운동,고무,서울,광주민주화,운동,영문서적,구입,국회도서관,방문,한국,사회운동,계획,한반도,지구상,마지막,냉전지대,남북통일,생각,동독,군사력,북한,군사력,한쪽,흡수통일,생각,체제,고수,통일,북한,경제력,남한,국민,1인,100원,기부,통일기금,독일,통일,예기,한국,준비,중요,인터뷰,순간,카치아피카스,노근리사건,한국인,노근리학살,주도,미군,처벌,요구,유태인,학살,나치,전범,역사,심판,한국,전쟁,양민,학살,미군,처벌,한국인들,침묵,미국,요구,학살자,처벌,실천,정치학자,사회,핵심,카치아피카스,초청,서울대,학생회,25일,그날,사회,과학,서점,강연,26일,서울,남영동,사회,진보,연대,사무실,노동,사회운동가,토론회,27일,묘역,광주,망월동,참배,사진,카치아피카스,미국,웬트워스공대,인문,사회,과학부,교수,재직,카치아피카스,70년대,미국,좌파,운동,참여,실천,지식인,프랑스,혁명,세계,권위자,진보,사회,운동,이론,기초,구축,주력,독일,저명,마르쿠제,사회학자,헤르베르트,제자,독일,통일,일상생활,반란,강조,정치,변화,실천,학자들,운동가들,모임,정치학,회의,CNP,활동,단체,기관지,신정치학,www.urbsoc.org,nps,편집장,자신,저서,비판,사회학,입문,라틴인들,사회운동,다문화주의,희망,정치,전복,사회운동,세기,후반,사회,운동,밀도,진보학계,주목","카치아피카스,미국,한국,사회운동,프랑스,신좌파,광주,신자유주의,서울,독일,한국인,운동가,68운동,노동자,사무실,정치학자,남한,그동안,나치,군사력,학생회,헤르베르트,망월동,사회학자,미군,서울대,지식인,웬트워스공대,신좌파운동,진보운동,남영동,조지"
1999-11-26,중앙일보,(밀레니엄 인터뷰) 카치아피카스는 누구,문화-출판,"카치아피카스,내한,조지,카치아피카스,George,인문사회과학부,Katsiaficas.,미국,웬트워스,공대,인문,사회,과학부,교수,68혁명,신좌파,이론가,한국,조명,상상력,세계적,차원,번역,출간,87년,68혁명,교과서,자신,68혁명,소용돌이,옥살이,경험,신좌파,68혁명,혁명,정치,문화,거대,융합,해석,카치아피카스,명제,도출,마르쿠제,독일,출신,비판,이론가,헤르베르트,효과,개념,해방,본능,욕구,개념,사유,근접,지름길,과거,혁명,권력,획득,치중,68혁명,일상,권력,권력,마음,작동,자본주의,관심,자본주의,권태,일상,반란,가능성,요약,카치아피카스,학자들,사회운동가들,정치,모임,정치학,회의,참여,단체,신정치학,편집장,편저,입문,비판,사회학,다문화주의,희망,라틴인들,사회운동,저서,정치,전복,운동,유럽,사회,일상,생활,탈식민화","카치아피카스,68혁명,신좌파,헤르베르트,이론가,웬트워스,자본주의,독일,사회학,유럽,미국,탈식민화,인문사회과학부,신정치학,라틴인들,다문화,편집장,정치학,라틴인,지름길,다문화주의,가능성,옥살이,학자들,한국,상상력,사회운동,마르쿠제,조지,사회운동가들,과학부,운동가,george,혁명,사회"
1999-12-04,서울신문,임기3년 남기고 한국기독교장로회 총무 사퇴한 박종화목사,문화-종교,"임기3년,사퇴,한국기독교장로회,총무,박종화목사,94년,한국기독교장로회,기장,총무,활동,박종화,朴宗和,목사,기장,총무,사퇴,5일,서울,중구,장충동,경동교회,담임목사,시무,목사,담임,목사,취임,사실,목회활동,진보적,노선,80년대,민주화,요람,명성,경동교회,목사,경동,교회,목회,교회,다짐,경동교회,담임,목사,배경,당회장,중심,목회,의견,담임목사,임명,사정,경동교회,내부,임기,한국기독교장로회,총무,3년,경동교회,초기,도덕적,영적,공동체,운동,평소,소신,결정,현장,목회,활동,시작,소감,30,40대,독일교회,선교사,역할,한국,인권운동,가담,50대,기장,총무,행정,해외선교,경험,학문,행정,사회개혁,교회갱신,한국,교회들,지침,모델,현장,경동교회,평가,한국기독교장로회,뿌리,조선신학교,한신대,경동교회,그중,경동교회,기장,출생,모체,한국사회,근대화,기독교,지성,전문,인력,양성,기여,후반,사회,역할,내면화,이젠사회속,참여,소금,역할,경동교회,운영방안,교회법상,당회,제직회,공동,의회,예배,문화선교,20여개,직능별,위원회,협력체제,가동,경동교회,성격,지성인,모임,교회들,연대,사회,소금,전위대,경동교회,규모,여해문화관,복음,진수,바탕,문화예술,사회,심리,요소,포함,공간,문화관,제공,목회,예배,주관,개방,교회,자정,개혁,목소리,물량주의,교회,세속,다리,기복신앙,교회자체,기득,세력,위험,교회,제사장,입장,위로,목회,예언자,비판,가치관,체제,정치종교,퇴락,2000년대,교회,변화,예상,교회,갈등,해소,위로,목회,도덕,해이,근본적,원인,파악,도덕,처방,제시,평소,교회,NGO,측면,강조,시대,다문화,다종교,교회,교회,교회,NGO,NGO,예언자,비판,제사장,위로,토대,자주성,교회,자체,도덕,윤리,사회,구심체,역할,바탕,신앙,불의,타협,거부,진실,추구,사회,실체,부정부패,추방,운동,개인적,소망,계획,교회,충실,운동,세계,교회일치,적극,계획,지금까지새로운교회,헌신,자부,아버지,아버지,형제,동생,목사,아들,신학,대학원,졸업반,직업상,종교인,전통,신앙인,목회활동,목회","경동교회,한국기독교장로회,한국,도덕적,담임목사,졸업반,문화관,제사장,박종화,제직회,기독교,다문화,목회활동,서울,교회일치,다종교,지성인,ngo,교회들"
1999-12-07,경남신문,(지금 교육현장에선)(4),사회-교육_시험,"교육현장,계승,자주적,학습,역점,김해교육청,김해사랑,발간,교사,지도서,수업,정착,추진,지원,활성,인터넷,활용,정보력,신장,이순휘,김해교육청,교육장,수업,지원,체제,확립,교육행정력,집중,학교,생동감,교사들,창의적,교육활동,전개,학생들,지력,인성,교육부,교육,시범,교육청,지정,김해교육청,독서교육,강화,가야,계승,정보,활용,능력,신장,존경,스승,확립,중점과제,설정,일선,학교,장학,재정,교육,행정,지원,체제,구죽,정보,시대,정보,습득,능력,평가,판단,김해교육청,독서교육,역점,학교,여건,독서,교육,프로그램,다양화,독서의욕,학부모,독서,지도,교실,운영,교실,학생,독서,우수,독후감,발표회,독서,토론회,독서,행사,마련,자주적,학습,태도,학생들,김해,사랑,가야,계승,교육,김해,유적지,순례,코스,선정,학생들,현장,체험,학습,가야,체득,재량시간,활용,고장,김해,이해,사랑,마음,가야,자료,병행,6월,고장,김해사랑,교사용,지도서,발간,중학교,보급,김해시민들,교육대상제,스승,존경,풍토,확산,교육대상,교실,교육,대상,향토문화,발전상,향토,사회,봉사상,근검절약,알뜰상,체육발전상,분야,12월,시상,김해교육청,수업,정착,지원,체제,활성,방안,주제,중등학교,연계,개선,교실,수업,선도교사제,학교,체제,연계,협력,학교,교수,학습,자료개발,보급,토론회,지구,장학,운영,학교,지원,주력,신장,정보,활용,능력,김해교육청,역점,추진,자랑,교육과제,초등학교중,김해시,초등학교,수업,인터넷,활용,가능,14개,전산망,학내,중등,정보종합시스템,구축,학생들,다문화,교육,현실,세계,학습,경험,고등,사고력,정보,창출,자율학습,능력,배양,교사들,교사간,협력,전문,신장,평생,교육,실현,주력,자료실,교육청,교육,정보,교원들,개방,정보활용,능력,신장,교육,효과,극대화,김해,교사,컴퓨터,연구회,운영,자율연수,교육,정보,목록,햇바람,정보,학교,사이트,운영,활성화,재정적,지원,김해교육청,급속,발전,교육시설,여건,개선,행정력,최우선,영운중학교,9월,단설김해유치원,개교,가야초등,9월,구산초등학교,개교,예정,2000년도,삼계초등학교,유하초,중학교,경운학교,신설공사,착공,교실,부족,학생,학부모들,불편,최선,이순휘,교육장,교육,구성,3요소,교원,학생,교재,핵심,교원,교원,마음,학생,교재,학생들,머리,물음표,가슴속,느낌표,자리,마침표,폐쇄적,교육,물음표,느낌표,역동적,교육,추진,최선","김해교육청,김해,가야,학생들,교육청,활성화,학부모,정보활용,발전상,봉사상,중학교,느낌표,물음표,행정력,토론회,교사용,햇바람,지도서"
1999-12-16,부산일보,(동정),문화-학술_문화재,"동정,동정,방중,자매결연,체결차,총장,김용태,신라대,최광준,교류,부장,김윤경,중국학,교수,푸단대학,중국,상하이,자매결연,중국,방문,금호,음악,수상,지휘자,임원식,추계예술대,교수,홍연택씨,코리안심포니,음악감독,수상자,금호,음악,선정,한편,금호,미술,서양화가,신학철,금호생명과학상,서세원교수,서울대,화학과,회장,취임,김선홍,밀양향토청년,회장,화랑뷔페,경남,밀양시,삼문동,회장,취임,김회장,지역사회,봉사,사회단체,변모,다짐,한국,문학,수상,소설가,오성찬,수상자,한국,문학상,선정,수상작,아리랑,소설집,진혼,시상식,22일,강당,한국문화예술진흥원,특별예절교육,윤석관,죽로다문화회,사범회,고문,운문승가대학,경북,청도,운문사,50명,회원,스님,발우공양작법,식당작법,교육,특별,예절,실습","중국,수상자,자매결연,금호,한국,서양화가,최광준,운문사,김선홍,경북,경남,삼문동,한국문화예술진흥원,소설집,신라대,윤석관,김용태,소설가,체결차,상하이,공양작법,금호생명,발우,식당작법"
1999-12-21,전북일보,종합발전계획 수립 '살기 좋은 고장' 건설,지역-충남,"종합,발전,계획,수립,고장,건설,종합,발전,계획,수립,고장,건설,蠟諡,獗瀟纛澱獗∼翫流臻齷穰,중절,전경,화신,논개사당,7째경섦,생정기,f활건,조강노,羈寗機,滅夕楡飾밸椒r戮漱戇,종합,발전,계획,수립,고장,건설,醬拳裙騙殲飾澈政,철겨1급,농어촌,지방,상수도,사업,간이,상수도,시설,보수,사업,추진,방침,백용성,조사,탄생,성지,성역,사업,조감노투명햄정,내년,년동안장수군,제시,군종합발전계획,수립,군정,군민,군민,불편,참민주봉사행정,계획,먼지,지역간,균형발전,지역,특성,수립,군점,일관성,편익시설,획충,노인,어른,교통수당,지급,경로당,문영비,지원및,시설,보수,사업,지속적,1한,소년,소녀,가장,부자,세대듬,불우,이웃,지원,강화,의료원,시설,장비,보강,보건지소,번암,천천,신축,확충,군민기,농업,생산,시설,지속적,확충,지역특회작목,집중,육성,농산물,생산,농업,경챙력,농가소득,계획,격지적리,밭기반적비사,특성,지역,특화,녹화,사업,가로수,조성,사업,시행,임도,신규개설,보수사업,지속,추진,와룡자연휴양림,방화동가족휴가촌,시설,보완,이용객,편의,세입,증대,계획,용림댐,축조,게획,장안산,군립공원,변겸,조성사업,밤화동,자연,휴임삠,조성,사업,추친,방침,확장,화사업,문화,관광,사업,추친,논개,생가지,확장,백용성,조사동양,추친,장수,화훼,단지있,예산,효율적,집행,투자효과,극대화,방칩,2020년,장기,수립,종합적,정립,계획,군점설명희,군민들,1게,군정방힝,설명,에산,결산,공개,간답희,군민,수렴,보화,사업,추진,박차,불우,이웃,지원,강화,사회,구축깨,횐경,보존,특화작물,특화,작물,확장,육성,논개,생가지,백용성,조사생가,복원,마무리,목원사념,마누리,의암호,지지계곡,무령고개,대곡호등,팔각정,수상스키장,보트장,주차장등,장안산주변,관광단지,쳬류,관광벨,트로개,계획,고장,관광객,볼거리,놀커리,제공,논개생가지,주민설문조사,군민,의견,군점,빈영,공무원,군민,친절,봉사,자서,획큅,계획,정보화,시대,대음,행정,종합,정보,사업,개인,컴퓨터,확대,보급,공무원,능력항상,사기진작,외국어,교육,우수,제안,공무원,표창,확대,기계,겸작,포참,염농,조성,사업,농가,호응,객토사업,토양개량제,공급,지력,증진,사업,추진,사과,재배,면적,지속적,확대,포도,고소득,지역특화작목,집중,지원,출하사업,농산물,규격,출하,사업,적극,당도,장수사과,군민,복지,증진,이웃,노인,지원,강화,사희,분위기,조성,십혈,방침,생활보호대상자,생계비,학비지원,장애인,의료비치원,건강증진,복지항상,만전,기할계획,청정,환경,보존,환경보존,세계적,추진,지방의제Zr추진협의회,구성,운영,계획,각종,오염,물질,배출,사업장,지도감독,강화,장수,하수,종말,처리장,착공,장계,하수,종말,처리장,설계,발주,축산폐수공공처리시설,가동,수질오염,방지,계획,사용중,쓰레기,매립장,철저,괸리,농촌,폐기물,종합,처리,시설,과비,위생,매립장,정비,쓰레기,위샘적,처리,군민,공산림,자원,육성,경제,환경,가치,산림자원,조성,관광자원화,산림,친환경적,군민,소득기반,경제수,2백,조림사업,5백,육림사업,서행,지역,노천범백용,조사생,준공식과병행히여,5박,일정도,거국적,도악,거행,장수,전국,계기,계획,건설중,고속도로,개통과,등부,산악,교통,요충지,면모,농어촌도로,지속적,확장,포장,장수와,장계,도시,시설,확충믄,오지개발사업,주민숙원사업,추진,방칟,조성사업,장계,농공,단지,조성,사업,차질,추진,古回,지역,경제,활성회,도모,농촌,발전,최선,노력,계획,장수","장계,공무원,조성사업,백용성,추친,매립장,군점,농산물,농어촌,장안산,군민기,보수사업,확충믄,활성회,논개생가지,생가지,겸작,관광벨,논개사당,화신,처리장,번암,천천"
